date,store,item,sales
2024-04-02,1,3,127
2024-04-03,1,3,132
2024-04-04,1,3,146
2024-04-05,1,3,134
2024-04-06,1,3,163
2024-04-07,1,3,144
2024-04-08,1,3,104
2024-04-09,1,3,127
2024-04-10,1,3,121
2024-04-11,1,3,125
2024-04-12,1,3,138
2024-04-13,1,3,167
2024-04-14,1,3,172
2024-04-15,1,3,130
2024-04-16,1,3,114
2024-04-17,1,3,101
2024-04-18,1,3,136
2024-04-19,1,3,158
2024-04-20,1,3,176
2024-04-21,1,3,143
2024-04-22,1,3,112
2024-04-23,1,3,117
2024-04-24,1,3,130
2024-04-25,1,3,127
2024-04-26,1,3,152
2024-04-27,1,3,163
2024-04-28,1,3,141
2024-04-29,1,3,104
2024-04-30,1,3,139
2024-05-01,1,3,138
2024-05-02,1,3,143
2024-05-03,1,3,138
2024-05-04,1,3,154
2024-05-05,1,3,143
2024-05-06,1,3,97
2024-05-07,1,3,123
2024-05-08,1,3,138
2024-05-09,1,3,138
2024-05-10,1,3,150
2024-05-11,1,3,176
2024-05-12,1,3,181
2024-05-13,1,3,97
2024-05-14,1,3,102
2024-05-15,1,3,150
2024-05-16,1,3,142
2024-05-17,1,3,149
2024-05-18,1,3,164
2024-05-19,1,3,166
2024-05-20,1,3,100
2024-05-21,1,3,110
2024-05-22,1,3,118
2024-05-23,1,3,160
2024-05-24,1,3,146
2024-05-25,1,3,167
2024-05-26,1,3,144
2024-05-27,1,3,97
2024-05-28,1,3,119
2024-05-29,1,3,118
2024-05-30,1,3,119
2024-05-31,1,3,124
2024-06-01,1,3,216
2024-06-02,1,3,136
2024-06-03,1,3,105
2024-06-04,1,3,102
2024-06-05,1,3,147
2024-06-06,1,3,108
2024-06-07,1,3,128
2024-06-08,1,3,157
2024-06-09,1,3,159
2024-06-10,1,3,92
2024-06-11,1,3,102
2024-06-12,1,3,111
2024-06-13,1,3,148
2024-06-14,1,3,157
2024-06-15,1,3,155
2024-06-16,1,3,157
2024-06-17,1,3,89
2024-06-18,1,3,128
2024-06-19,1,3,124
2024-06-20,1,3,117
2024-06-21,1,3,155
2024-06-22,1,3,161
2024-06-23,1,3,160
2024-06-24,1,3,102
2024-06-25,1,3,100
2024-06-26,1,3,126
2024-06-27,1,3,130
2024-06-28,1,3,153
2024-06-29,1,3,151
2024-06-30,1,3,128
2024-07-01,1,3,107
2024-07-02,1,3,111
2024-07-03,1,3,127
2024-07-04,1,3,118
2024-07-05,1,3,141
2024-07-06,1,3,131
2024-07-07,1,3,133
2024-07-08,1,3,98
2024-07-09,1,3,125
2024-07-10,1,3,108
2024-07-11,1,3,152
2024-07-12,1,3,140
2024-07-13,1,3,141
2024-07-14,1,3,151
2024-07-15,1,3,110
2024-07-16,1,3,103
2024-07-17,1,3,115
2024-07-18,1,3,131
2024-07-19,1,3,139
2024-07-20,1,3,158
2024-07-21,1,3,128
2024-07-22,1,3,85
2024-07-23,1,3,95
2024-07-24,1,3,126
2024-07-25,1,3,97
2024-07-26,1,3,154
2024-07-27,1,3,160
2024-07-28,1,3,148
2024-07-29,1,3,107
2024-07-30,1,3,96
2024-07-31,1,3,119
2024-08-01,1,3,128
2024-08-02,1,3,141
2024-08-03,1,3,143
2024-08-04,1,3,132
2024-08-05,1,3,71
2024-08-06,1,3,102
2024-08-07,1,3,138
2024-08-08,1,3,110
2024-08-09,1,3,148
2024-08-10,1,3,132
2024-08-11,1,3,118
2024-08-12,1,3,95
2024-08-13,1,3,99
2024-08-14,1,3,111
2024-08-15,1,3,146
2024-08-16,1,3,135
2024-08-17,1,3,175
2024-08-18,1,3,147
2024-08-19,1,3,100
2024-08-20,1,3,96
2024-08-21,1,3,89
2024-08-22,1,3,126
2024-08-23,1,3,130
2024-08-24,1,3,172
2024-08-25,1,3,142
2024-08-26,1,3,79
2024-08-27,1,3,101
2024-08-28,1,3,109
2024-08-29,1,3,110
2024-08-30,1,3,109
2024-08-31,1,3,143
2024-09-01,1,3,155
2024-09-02,1,3,77
2024-09-03,1,3,90
2024-09-04,1,3,107
2024-09-05,1,3,123
2024-09-06,1,3,116
2024-09-07,1,3,144
2024-09-08,1,3,141
2024-09-09,1,3,97
2024-09-10,1,3,74
2024-09-11,1,3,104
2024-09-12,1,3,121
2024-09-13,1,3,141
2024-09-14,1,3,138
2024-09-15,1,3,157
2024-09-16,1,3,86
2024-09-17,1,3,91
2024-09-18,1,3,113
2024-09-19,1,3,116
2024-09-20,1,3,133
2024-09-21,1,3,129
2024-09-22,1,3,121
2024-09-23,1,3,66
2024-09-24,1,3,80
2024-09-25,1,3,107
2024-09-26,1,3,112
2024-09-27,1,3,131
2024-09-28,1,3,142
2024-09-29,1,3,121
2024-09-30,1,3,75
2024-10-01,1,3,113
2024-10-02,1,3,100
2024-10-03,1,3,110
2024-10-04,1,3,138
2024-10-05,1,3,142
2024-10-06,1,3,142
2024-10-07,1,3,76
2024-10-08,1,3,94
2024-10-09,1,3,113
2024-10-10,1,3,90
2024-10-11,1,3,132
2024-10-12,1,3,157
2024-10-13,1,3,141
2024-10-14,1,3,71
2024-10-15,1,3,130
2024-10-16,1,3,102
2024-10-17,1,3,114
2024-10-18,1,3,131
2024-10-19,1,3,124
2024-10-20,1,3,135
2024-10-21,1,3,93
2024-10-22,1,3,93
2024-10-23,1,3,102
2024-10-24,1,3,121
2024-10-25,1,3,139
2024-10-26,1,3,141
2024-10-27,1,3,141
2024-10-28,1,3,104
2024-10-29,1,3,108
2024-10-30,1,3,88
2024-10-31,1,3,100
2024-11-01,1,3,158
2024-11-02,1,3,141
2024-11-03,1,3,129
2024-11-04,1,3,92
2024-11-05,1,3,91
2024-11-06,1,3,123
2024-11-07,1,3,111
2024-11-08,1,3,109
2024-11-09,1,3,161
2024-11-10,1,3,125
2024-11-11,1,3,82
2024-11-12,1,3,87
2024-11-13,1,3,114
2024-11-14,1,3,118
2024-11-15,1,3,153
2024-11-16,1,3,153
2024-11-17,1,3,142
2024-11-18,1,3,91
2024-11-19,1,3,104
2024-11-20,1,3,109
2024-11-21,1,3,119
2024-11-22,1,3,125
2024-11-23,1,3,176
2024-11-24,1,3,132
2024-11-25,1,3,92
2024-11-26,1,3,103
2024-11-27,1,3,116
2024-11-28,1,3,127
2024-11-29,1,3,127
2024-11-30,1,3,153
2024-12-01,1,3,170
2024-12-02,1,3,81
2024-12-03,1,3,106
2024-12-04,1,3,112
2024-12-05,1,3,133
2024-12-06,1,3,115
2024-12-07,1,3,157
2024-12-08,1,3,177
2024-12-09,1,3,81
2024-12-10,1,3,94
2024-12-11,1,3,114
2024-12-12,1,3,129
2024-12-13,1,3,146
2024-12-14,1,3,163
2024-12-15,1,3,172
2024-12-16,1,3,83
2024-12-17,1,3,103
2024-12-18,1,3,114
2024-12-19,1,3,119
2024-12-20,1,3,171
2024-12-21,1,3,174
2024-12-22,1,3,131
2024-12-23,1,3,100
2024-12-24,1,3,104
2024-12-25,1,3,115
2024-12-26,1,3,116
2024-12-27,1,3,146
2024-12-28,1,3,175
2024-12-29,1,3,163
2024-12-30,1,3,105
2024-12-31,1,3,125
2022-01-01,2,1,135
2022-01-02,2,1,99
2022-01-03,2,1,56
2022-01-04,2,1,81
2022-01-05,2,1,99
2022-01-06,2,1,84
2022-01-07,2,1,89
2022-01-08,2,1,96
2022-01-09,2,1,104
2022-01-10,2,1,58
2022-01-11,2,1,57
2022-01-12,2,1,73
2022-01-13,2,1,90
2022-01-14,2,1,107
2022-01-15,2,1,127
2022-01-16,2,1,93
2022-01-17,2,1,73
2022-01-18,2,1,89
2022-01-19,2,1,75
2022-01-20,2,1,96
2022-01-21,2,1,104
2022-01-22,2,1,108
2022-01-23,2,1,99
2022-01-24,2,1,72
2022-01-25,2,1,63
2022-01-26,2,1,71
2022-01-27,2,1,76
2022-01-28,2,1,107
2022-01-29,2,1,121
2022-01-30,2,1,93
2022-01-31,2,1,87
2022-02-01,2,1,100
2022-02-02,2,1,75
2022-02-03,2,1,84
2022-02-04,2,1,92
2022-02-05,2,1,119
2022-02-06,2,1,109
2022-02-07,2,1,68
2022-02-08,2,1,77
2022-02-09,2,1,83
2022-02-10,2,1,91
2022-02-11,2,1,109
2022-02-12,2,1,142
2022-02-13,2,1,115
2022-02-14,2,1,66
2022-02-15,2,1,86
2022-02-16,2,1,81
2022-02-17,2,1,90
2022-02-18,2,1,110
2022-02-19,2,1,114
2022-02-20,2,1,103
2022-02-21,2,1,64
2022-02-22,2,1,68
2022-02-23,2,1,85
2022-02-24,2,1,80
2022-02-25,2,1,108
2022-02-26,2,1,96
2022-02-27,2,1,119
2022-02-28,2,1,81
2022-03-01,2,1,96
2022-03-02,2,1,82
2022-03-03,2,1,76
2022-03-04,2,1,97
2022-03-05,2,1,128
2022-03-06,2,1,95
2022-03-07,2,1,81
2022-03-08,2,1,76
2022-03-09,2,1,88
2022-03-10,2,1,94
2022-03-11,2,1,124
2022-03-12,2,1,108
2022-03-13,2,1,109
2022-03-14,2,1,67
2022-03-15,2,1,90
2022-03-16,2,1,97
2022-03-17,2,1,80
2022-03-18,2,1,105
2022-03-19,2,1,117
2022-03-20,2,1,107
2022-03-21,2,1,80
2022-03-22,2,1,87
2022-03-23,2,1,95
2022-03-24,2,1,84
2022-03-25,2,1,104
2022-03-26,2,1,122
2022-03-27,2,1,117
2022-03-28,2,1,82
2022-03-29,2,1,67
2022-03-30,2,1,79
2022-03-31,2,1,115
2022-04-01,2,1,118
2022-04-02,2,1,128
2022-04-03,2,1,105
2022-04-04,2,1,85
2022-04-05,2,1,89
2022-04-06,2,1,97
2022-04-07,2,1,91
2022-04-08,2,1,104
2022-04-09,2,1,113
2022-04-10,2,1,108
2022-04-11,2,1,79
2022-04-12,2,1,91
2022-04-13,2,1,84
2022-04-14,2,1,83
2022-04-15,2,1,125
2022-04-16,2,1,127
2022-04-17,2,1,103
2022-04-18,2,1,71
2022-04-19,2,1,66
2022-04-20,2,1,90
2022-04-21,2,1,84
2022-04-22,2,1,94
2022-04-23,2,1,132
2022-04-24,2,1,122
2022-04-25,2,1,67
2022-04-26,2,1,83
2022-04-27,2,1,88
2022-04-28,2,1,102
2022-04-29,2,1,97
2022-04-30,2,1,109
2022-05-01,2,1,136
2022-05-02,2,1,67
2022-05-03,2,1,73
2022-05-04,2,1,85
2022-05-05,2,1,93
2022-05-06,2,1,90
2022-05-07,2,1,98
2022-05-08,2,1,116
2022-05-09,2,1,64
2022-05-10,2,1,83
2022-05-11,2,1,89
2022-05-12,2,1,87
2022-05-13,2,1,102
2022-05-14,2,1,118
2022-05-15,2,1,149
2022-05-16,2,1,79
2022-05-17,2,1,86
2022-05-18,2,1,101
2022-05-19,2,1,95
2022-05-20,2,1,103
2022-05-21,2,1,113
2022-05-22,2,1,107
2022-05-23,2,1,65
2022-05-24,2,1,69
2022-05-25,2,1,71
2022-05-26,2,1,80
2022-05-27,2,1,95
2022-05-28,2,1,128
2022-05-29,2,1,118
2022-05-30,2,1,65
2022-05-31,2,1,82
2022-06-01,2,1,91
2022-06-02,2,1,91
2022-06-03,2,1,91
2022-06-04,2,1,113
2022-06-05,2,1,113
2022-06-06,2,1,68
2022-06-07,2,1,73
2022-06-08,2,1,82
2022-06-09,2,1,72
2022-06-10,2,1,105
2022-06-11,2,1,154
2022-06-12,2,1,99
2022-06-13,2,1,71
2022-06-14,2,1,82
2022-06-15,2,1,95
2022-06-16,2,1,89
2022-06-17,2,1,97
2022-06-18,2,1,110
2022-06-19,2,1,100
2022-06-20,2,1,63
2022-06-21,2,1,74
2022-06-22,2,1,85
2022-06-23,2,1,84
2022-06-24,2,1,86
2022-06-25,2,1,116
2022-06-26,2,1,92
2022-06-27,2,1,65
2022-06-28,2,1,76
2022-06-29,2,1,68
2022-06-30,2,1,92
2022-07-01,2,1,142
2022-07-02,2,1,121
2022-07-03,2,1,109
2022-07-04,2,1,51
2022-07-05,2,1,78
2022-07-06,2,1,100
2022-07-07,2,1,94
2022-07-08,2,1,89
2022-07-09,2,1,105
2022-07-10,2,1,92
2022-07-11,2,1,67
2022-07-12,2,1,68
2022-07-13,2,1,73
2022-07-14,2,1,62
2022-07-15,2,1,90
2022-07-16,2,1,110
2022-07-17,2,1,122
2022-07-18,2,1,65
2022-07-19,2,1,72
2022-07-20,2,1,60
2022-07-21,2,1,75
2022-07-22,2,1,78
2022-07-23,2,1,97
2022-07-24,2,1,104
2022-07-25,2,1,46
2022-07-26,2,1,60
2022-07-27,2,1,67
2022-07-28,2,1,99
2022-07-29,2,1,85
2022-07-30,2,1,84
2022-07-31,2,1,101
2022-08-01,2,1,73
2022-08-02,2,1,63
2022-08-03,2,1,76
2022-08-04,2,1,81
2022-08-05,2,1,97
2022-08-06,2,1,128
2022-08-07,2,1,114
2022-08-08,2,1,66
2022-08-09,2,1,67
2022-08-10,2,1,90
2022-08-11,2,1,82
2022-08-12,2,1,87
2022-08-13,2,1,113
2022-08-14,2,1,92
2022-08-15,2,1,82
2022-08-16,2,1,78
2022-08-17,2,1,68
2022-08-18,2,1,78
2022-08-19,2,1,87
2022-08-20,2,1,99
2022-08-21,2,1,98
2022-08-22,2,1,64
2022-08-23,2,1,74
2022-08-24,2,1,78
2022-08-25,2,1,91
2022-08-26,2,1,98
2022-08-27,2,1,93
2022-08-28,2,1,102
2022-08-29,2,1,77
2022-08-30,2,1,66
2022-08-31,2,1,63
2022-09-01,2,1,109
2022-09-02,2,1,107
2022-09-03,2,1,98
2022-09-04,2,1,103
2022-09-05,2,1,91
2022-09-06,2,1,71
2022-09-07,2,1,86
2022-09-08,2,1,73
2022-09-09,2,1,71
2022-09-10,2,1,88
2022-09-11,2,1,99
2022-09-12,2,1,72
2022-09-13,2,1,79
2022-09-14,2,1,76
2022-09-15,2,1,78
2022-09-16,2,1,94
2022-09-17,2,1,103
2022-09-18,2,1,93
2022-09-19,2,1,58
2022-09-20,2,1,62
2022-09-21,2,1,71
2022-09-22,2,1,72
2022-09-23,2,1,84
2022-09-24,2,1,97
2022-09-25,2,1,107
2022-09-26,2,1,69
2022-09-27,2,1,64
2022-09-28,2,1,78
2022-09-29,2,1,87
2022-09-30,2,1,94
2022-10-01,2,1,128
2022-10-02,2,1,104
2022-10-03,2,1,50
2022-10-04,2,1,62
2022-10-05,2,1,76
2022-10-06,2,1,63
2022-10-07,2,1,92
2022-10-08,2,1,108
2022-10-09,2,1,88
2022-10-10,2,1,63
2022-10-11,2,1,62
2022-10-12,2,1,54
2022-10-13,2,1,70
2022-10-14,2,1,79
2022-10-15,2,1,104
2022-10-16,2,1,98
2022-10-17,2,1,57
2022-10-18,2,1,67
2022-10-19,2,1,79
2022-10-20,2,1,89
2022-10-21,2,1,105
2022-10-22,2,1,116
2022-10-23,2,1,92
2022-10-24,2,1,63
2022-10-25,2,1,73
2022-10-26,2,1,61
2022-10-27,2,1,78
2022-10-28,2,1,86
2022-10-29,2,1,89
2022-10-30,2,1,108
2022-10-31,2,1,55
2022-11-01,2,1,74
2022-11-02,2,1,91
2022-11-03,2,1,84
2022-11-04,2,1,92
2022-11-05,2,1,111
2022-11-06,2,1,90
2022-11-07,2,1,58
2022-11-08,2,1,92
2022-11-09,2,1,86
2022-11-10,2,1,65
2022-11-11,2,1,104
2022-11-12,2,1,122
2022-11-13,2,1,85
2022-11-14,2,1,61
2022-11-15,2,1,85
2022-11-16,2,1,82
2022-11-17,2,1,93
2022-11-18,2,1,93
2022-11-19,2,1,101
2022-11-20,2,1,102
2022-11-21,2,1,52
2022-11-22,2,1,69
2022-11-23,2,1,73
2022-11-24,2,1,82
2022-11-25,2,1,90
2022-11-26,2,1,104
2022-11-27,2,1,96
2022-11-28,2,1,69
2022-11-29,2,1,64
2022-11-30,2,1,78
2022-12-01,2,1,94
2022-12-02,2,1,81
2022-12-03,2,1,107
2022-12-04,2,1,76
2022-12-05,2,1,62
2022-12-06,2,1,99
2022-12-07,2,1,82
2022-12-08,2,1,72
2022-12-09,2,1,98
2022-12-10,2,1,128
2022-12-11,2,1,108
2022-12-12,2,1,73
2022-12-13,2,1,75
2022-12-14,2,1,80
2022-12-15,2,1,118
2022-12-16,2,1,97
2022-12-17,2,1,127
2022-12-18,2,1,103
2022-12-19,2,1,65
2022-12-20,2,1,77
2022-12-21,2,1,80
2022-12-22,2,1,87
2022-12-23,2,1,96
2022-12-24,2,1,132
2022-12-25,2,1,125
2022-12-26,2,1,81
2022-12-27,2,1,71
2022-12-28,2,1,102
2022-12-29,2,1,94
2022-12-30,2,1,103
2022-12-31,2,1,120
2023-01-01,2,1,131
2023-01-02,2,1,90
2023-01-03,2,1,71
2023-01-04,2,1,69
2023-01-05,2,1,107
2023-01-06,2,1,107
2023-01-07,2,1,116
2023-01-08,2,1,101
2023-01-09,2,1,68
2023-01-10,2,1,76
2023-01-11,2,1,91
2023-01-12,2,1,99
2023-01-13,2,1,93
2023-01-14,2,1,118
2023-01-15,2,1,127
2023-01-16,2,1,63
2023-01-17,2,1,74
2023-01-18,2,1,84
2023-01-19,2,1,116
2023-01-20,2,1,102
2023-01-21,2,1,129
2023-01-22,2,1,99
2023-01-23,2,1,79
2023-01-24,2,1,77
2023-01-25,2,1,86
2023-01-26,2,1,109
2023-01-27,2,1,110
2023-01-28,2,1,121
2023-01-29,2,1,107
2023-01-30,2,1,69
2023-01-31,2,1,73
2023-02-01,2,1,124
2023-02-02,2,1,99
2023-02-03,2,1,105
2023-02-04,2,1,121
2023-02-05,2,1,97
2023-02-06,2,1,74
2023-02-07,2,1,70
2023-02-08,2,1,102
2023-02-09,2,1,130
2023-02-10,2,1,98
2023-02-11,2,1,132
2023-02-12,2,1,101
2023-02-13,2,1,88
2023-02-14,2,1,90
2023-02-15,2,1,111
2023-02-16,2,1,93
2023-02-17,2,1,115
2023-02-18,2,1,137
2023-02-19,2,1,110
2023-02-20,2,1,66
2023-02-21,2,1,87
2023-02-22,2,1,108
2023-02-23,2,1,106
2023-02-24,2,1,130
2023-02-25,2,1,149
2023-02-26,2,1,121
2023-02-27,2,1,83
2023-02-28,2,1,77
2023-03-01,2,1,115
2023-03-02,2,1,89
2023-03-03,2,1,112
2023-03-04,2,1,128
2023-03-05,2,1,109
2023-03-06,2,1,82
2023-03-07,2,1,93
2023-03-08,2,1,90
2023-03-09,2,1,99
2023-03-10,2,1,109
2023-03-11,2,1,126
2023-03-12,2,1,118
2023-03-13,2,1,74
2023-03-14,2,1,86
2023-03-15,2,1,116
2023-03-16,2,1,96
2023-03-17,2,1,118
2023-03-18,2,1,137
2023-03-19,2,1,123
2023-03-20,2,1,95
2023-03-21,2,1,79
2023-03-22,2,1,93
2023-03-23,2,1,107
2023-03-24,2,1,123
2023-03-25,2,1,131
2023-03-26,2,1,109
2023-03-27,2,1,88
2023-03-28,2,1,91
2023-03-29,2,1,107
2023-03-30,2,1,85
2023-03-31,2,1,109
2023-04-01,2,1,166
2023-04-02,2,1,139
2023-04-03,2,1,94
2023-04-04,2,1,99
2023-04-05,2,1,111
2023-04-06,2,1,107
2023-04-07,2,1,111
2023-04-08,2,1,121
2023-04-09,2,1,126
2023-04-10,2,1,81
2023-04-11,2,1,110
2023-04-12,2,1,103
2023-04-13,2,1,98
2023-04-14,2,1,122
2023-04-15,2,1,151
2023-04-16,2,1,108
2023-04-17,2,1,98
2023-04-18,2,1,104
2023-04-19,2,1,103
2023-04-20,2,1,121
2023-04-21,2,1,125
2023-04-22,2,1,134
2023-04-23,2,1,129
2023-04-24,2,1,94
2023-04-25,2,1,72
2023-04-26,2,1,94
2023-04-27,2,1,112
2023-04-28,2,1,121
2023-04-29,2,1,125
2023-04-30,2,1,140
2023-05-01,2,1,99
2023-05-02,2,1,89
2023-05-03,2,1,92
2023-05-04,2,1,100
2023-05-05,2,1,120
2023-05-06,2,1,136
2023-05-07,2,1,135
2023-05-08,2,1,81
2023-05-09,2,1,79
2023-05-10,2,1,91
2023-05-11,2,1,112
2023-05-12,2,1,119
2023-05-13,2,1,157
2023-05-14,2,1,104
2023-05-15,2,1,93
2023-05-16,2,1,71
2023-05-17,2,1,90
2023-05-18,2,1,101
2023-05-19,2,1,124
2023-05-20,2,1,145
2023-05-21,2,1,135
2023-05-22,2,1,72
2023-05-23,2,1,86
2023-05-24,2,1,97
2023-05-25,2,1,125
2023-05-26,2,1,125
2023-05-27,2,1,139
2023-05-28,2,1,120
2023-05-29,2,1,77
2023-05-30,2,1,85
2023-05-31,2,1,100
2023-06-01,2,1,111
2023-06-02,2,1,91
2023-06-03,2,1,125
2023-06-04,2,1,115
2023-06-05,2,1,74
2023-06-06,2,1,87
2023-06-07,2,1,93
2023-06-08,2,1,89
2023-06-09,2,1,97
2023-06-10,2,1,124
2023-06-11,2,1,108
2023-06-12,2,1,72
2023-06-13,2,1,83
2023-06-14,2,1,75
2023-06-15,2,1,102
2023-06-16,2,1,125
2023-06-17,2,1,112
2023-06-18,2,1,139
2023-06-19,2,1,86
2023-06-20,2,1,74
2023-06-21,2,1,96
2023-06-22,2,1,104
2023-06-23,2,1,124
2023-06-24,2,1,150
2023-06-25,2,1,118
2023-06-26,2,1,76
2023-06-27,2,1,86
2023-06-28,2,1,94
2023-06-29,2,1,92
2023-06-30,2,1,84
2023-07-01,2,1,136
2023-07-02,2,1,109
2023-07-03,2,1,80
2023-07-04,2,1,89
2023-07-05,2,1,87
2023-07-06,2,1,92
2023-07-07,2,1,118
2023-07-08,2,1,143
2023-07-09,2,1,105
2023-07-10,2,1,76
2023-07-11,2,1,82
2023-07-12,2,1,89
2023-07-13,2,1,90
2023-07-14,2,1,103
2023-07-15,2,1,150
2023-07-16,2,1,123
2023-07-17,2,1,74
2023-07-18,2,1,93
2023-07-19,2,1,92
2023-07-20,2,1,109
2023-07-21,2,1,106
2023-07-22,2,1,113
2023-07-23,2,1,93
2023-07-24,2,1,58
2023-07-25,2,1,75
2023-07-26,2,1,93
2023-07-27,2,1,94
2023-07-28,2,1,109
2023-07-29,2,1,117
2023-07-30,2,1,127
2023-07-31,2,1,72
2023-08-01,2,1,102
2023-08-02,2,1,84
2023-08-03,2,1,70
2023-08-04,2,1,88
2023-08-05,2,1,128
2023-08-06,2,1,129
2023-08-07,2,1,83
2023-08-08,2,1,78
2023-08-09,2,1,100
2023-08-10,2,1,85
2023-08-11,2,1,89
2023-08-12,2,1,102
2023-08-13,2,1,123
2023-08-14,2,1,75
2023-08-15,2,1,105
2023-08-16,2,1,74
2023-08-17,2,1,86
2023-08-18,2,1,106
2023-08-19,2,1,121
2023-08-20,2,1,112
2023-08-21,2,1,75
2023-08-22,2,1,78
2023-08-23,2,1,83
2023-08-24,2,1,71
2023-08-25,2,1,96
2023-08-26,2,1,113
2023-08-27,2,1,109
2023-08-28,2,1,65
2023-08-29,2,1,78
2023-08-30,2,1,94
2023-08-31,2,1,83
2023-09-01,2,1,132
2023-09-02,2,1,110
2023-09-03,2,1,117
2023-09-04,2,1,63
2023-09-05,2,1,61
2023-09-06,2,1,84
2023-09-07,2,1,89
2023-09-08,2,1,112
2023-09-09,2,1,107
2023-09-10,2,1,96
2023-09-11,2,1,72
2023-09-12,2,1,78
2023-09-13,2,1,88
2023-09-14,2,1,77
2023-09-15,2,1,108
2023-09-16,2,1,99
2023-09-17,2,1,105
2023-09-18,2,1,50
2023-09-19,2,1,82
2023-09-20,2,1,83
2023-09-21,2,1,96
2023-09-22,2,1,109
2023-09-23,2,1,136
2023-09-24,2,1,104
2023-09-25,2,1,66
2023-09-26,2,1,89
2023-09-27,2,1,64
2023-09-28,2,1,83
2023-09-29,2,1,87
2023-09-30,2,1,115
2023-10-01,2,1,117
2023-10-02,2,1,50
2023-10-03,2,1,82
2023-10-04,2,1,82
2023-10-05,2,1,95
2023-10-06,2,1,119
2023-10-07,2,1,106
2023-10-08,2,1,109
2023-10-09,2,1,69
2023-10-10,2,1,82
2023-10-11,2,1,80
2023-10-12,2,1,75
2023-10-13,2,1,97
2023-10-14,2,1,114
2023-10-15,2,1,119
2023-10-16,2,1,77
2023-10-17,2,1,70
2023-10-18,2,1,79
2023-10-19,2,1,98
2023-10-20,2,1,102
2023-10-21,2,1,104
2023-10-22,2,1,99
2023-10-23,2,1,72
2023-10-24,2,1,80
2023-10-25,2,1,87
2023-10-26,2,1,93
2023-10-27,2,1,95
2023-10-28,2,1,113
2023-10-29,2,1,111
2023-10-30,2,1,71
2023-10-31,2,1,77
2023-11-01,2,1,105
2023-11-02,2,1,94
2023-11-03,2,1,110
2023-11-04,2,1,96
2023-11-05,2,1,110
2023-11-06,2,1,70
2023-11-07,2,1,76
2023-11-08,2,1,101
2023-11-09,2,1,111
2023-11-10,2,1,92
2023-11-11,2,1,133
2023-11-12,2,1,124
2023-11-13,2,1,54
2023-11-14,2,1,69
2023-11-15,2,1,97
2023-11-16,2,1,79
2023-11-17,2,1,120
2023-11-18,2,1,115
2023-11-19,2,1,104
2023-11-20,2,1,84
2023-11-21,2,1,81
2023-11-22,2,1,95
2023-11-23,2,1,102
2023-11-24,2,1,124
2023-11-25,2,1,120
2023-11-26,2,1,104
2023-11-27,2,1,84
2023-11-28,2,1,66
2023-11-29,2,1,99
2023-11-30,2,1,96
2023-12-01,2,1,125
2023-12-02,2,1,108
2023-12-03,2,1,100
2023-12-04,2,1,81
2023-12-05,2,1,88
2023-12-06,2,1,106
2023-12-07,2,1,99
2023-12-08,2,1,129
2023-12-09,2,1,115
2023-12-10,2,1,126
2023-12-11,2,1,81
2023-12-12,2,1,86
2023-12-13,2,1,107
2023-12-14,2,1,89
2023-12-15,2,1,136
2023-12-16,2,1,125
2023-12-17,2,1,137
2023-12-18,2,1,63
2023-12-19,2,1,76
2023-12-20,2,1,96
2023-12-21,2,1,86
2023-12-22,2,1,115
2023-12-23,2,1,126
2023-12-24,2,1,146
2023-12-25,2,1,75
2023-12-26,2,1,83
2023-12-27,2,1,110
2023-12-28,2,1,120
2023-12-29,2,1,118
2023-12-30,2,1,136
2023-12-31,2,1,101
2024-01-01,2,1,103
2024-01-02,2,1,105
2024-01-03,2,1,94
2024-01-04,2,1,92
2024-01-05,2,1,122
2024-01-06,2,1,106
2024-01-07,2,1,135
2024-01-08,2,1,77
2024-01-09,2,1,87
2024-01-10,2,1,97
2024-01-11,2,1,100
2024-01-12,2,1,98
2024-01-13,2,1,138
2024-01-14,2,1,116
2024-01-15,2,1,101
2024-01-16,2,1,93
2024-01-17,2,1,94
2024-01-18,2,1,105
2024-01-19,2,1,110
2024-01-20,2,1,136
2024-01-21,2,1,122
2024-01-22,2,1,82
2024-01-23,2,1,76
2024-01-24,2,1,117
2024-01-25,2,1,106
2024-01-26,2,1,129
2024-01-27,2,1,134
2024-01-28,2,1,126
2024-01-29,2,1,98
2024-01-30,2,1,85
2024-01-31,2,1,91
2024-02-01,2,1,111
2024-02-02,2,1,111
2024-02-03,2,1,144
2024-02-04,2,1,123
2024-02-05,2,1,87
2024-02-06,2,1,97
2024-02-07,2,1,113
2024-02-08,2,1,104
2024-02-09,2,1,111
2024-02-10,2,1,139
2024-02-11,2,1,136
2024-02-12,2,1,91
2024-02-13,2,1,107
2024-02-14,2,1,109
2024-02-15,2,1,150
2024-02-16,2,1,123
2024-02-17,2,1,137
2024-02-18,2,1,134
2024-02-19,2,1,92
2024-02-20,2,1,88
2024-02-21,2,1,89
2024-02-22,2,1,90
2024-02-23,2,1,123
2024-02-24,2,1,140
2024-02-25,2,1,132
2024-02-26,2,1,93
2024-02-27,2,1,109
2024-02-28,2,1,100
2024-02-29,2,1,132
2024-03-01,2,1,142
2024-03-02,2,1,141
2024-03-03,2,1,117
2024-03-04,2,1,87
2024-03-05,2,1,98
2024-03-06,2,1,118
2024-03-07,2,1,114
2024-03-08,2,1,112
2024-03-09,2,1,138
2024-03-10,2,1,139
2024-03-11,2,1,103
2024-03-12,2,1,108
